ram,nm,nt,rf,lt,nn,t,wl,dbs,[OVERALL] RunTime(ms),[OVERALL] Throughput(ops/sec),[TOTAL_GCS_PS_Scavenge] Count,[TOTAL_GC_TIME_PS_Scavenge] Time(ms),[TOTAL_GC_TIME_%_PS_Scavenge] Time(%),[TOTAL_GCS_PS_MarkSweep] Count,[TOTAL_GC_TIME_PS_MarkSweep] Time(ms),[TOTAL_GC_TIME_%_PS_MarkSweep] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK,[INSERT] Operations,[INSERT] AverageLatency(us),[INSERT] MinLatency(us),[INSERT] MaxLatency(us),[INSERT] 95thPercentileLatency(us),[INSERT] 99thPercentileLatency(us),[INSERT] Return=OK,[SCAN] Operations,[SCAN] AverageLatency(us),[SCAN] MinLatency(us),[SCAN] MaxLatency(us),[SCAN] 95thPercentileLatency(us),[SCAN] 99thPercentileLatency(us),[SCAN] Return=OK,[SCAN-FAILED] Operations,[SCAN-FAILED] AverageLatency(us),[SCAN-FAILED] MinLatency(us),[SCAN-FAILED] MaxLatency(us),[SCAN-FAILED] 95thPercentileLatency(us),[SCAN-FAILED] 99thPercentileLatency(us),[SCAN] Return=ERROR,[READ] Return=ERROR,[READ-FAILED] Operations,[READ-FAILED] AverageLatency(us),[READ-FAILED] MinLatency(us),[READ-FAILED] MaxLatency(us),[READ-FAILED] 95thPercentileLatency(us),[READ-FAILED] 99thPercentileLatency(us),[UPDATE-FAILED] Operations,[UPDATE-FAILED] AverageLatency(us),[UPDATE-FAILED] MinLatency(us),[UPDATE-FAILED] MaxLatency(us),[UPDATE-FAILED] 95thPercentileLatency(us),[UPDATE-FAILED] 99thPercentileLatency(us),[UPDATE] Return=ERROR,[INSERT] Return=ERROR,[INSERT-FAILED] Operations,[INSERT-FAILED] AverageLatency(us),[INSERT-FAILED] MinLatency(us),[INSERT-FAILED] MaxLatency(us),[INSERT-FAILED] 95thPercentileLatency(us),[INSERT-FAILED] 99thPercentileLatency(us)
1GB,wlan,rp,1,1,2,29,a,1000, 175102.0, 57.109570421811284, 1.0, 15.0, 0.008566435563271694, 0.0, 0.0, 0.0, 1.0, 15.0, 0.008566435563271694, 5014.0, 15347.029517351417, 5020.0, 1023999.0, 34207.0, 46879.0, 5014, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 4986.0, 18920.182912154032, 4556.0, 1016319.0, 36767.0, 444159.0, 4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,12,a,1000, 190763.0, 52.42106697839728, 1.0, 7.0, 0.003669474688487809, 0.0, 0.0, 0.0, 1.0, 7.0, 0.003669474688487809, 4961.0, 18527.0937311026, 5492.0, 666111.0, 37023.0, 55231.0, 4961, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 5039.0, 18849.359793609845, 4820.0, 830463.0, 35135.0, 59519.0, 5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,11,c,1000, 193127.0, 51.77939904829464, 2.0, 14.0, 0.00724911586676125, 0.0, 0.0, 0.0, 2.0, 14.0, 0.00724911586676125, 10000.0, 18999.2298, 4876.0, 684543.0, 43871.0, 57823.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,26,c,1000, 182868.0, 54.68425312247086, 2.0, 14.0, 0.00765579543714592, 0.0, 0.0, 0.0, 2.0, 14.0, 0.00765579543714592, 10000.0, 17908.1894, 4584.0, 1019903.0, 42463.0, 53375.0, 10000, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,6,a,1000, 151957.0, 65.80809044663951, 1.0, 11.0, 0.0072388899491303465, 0.0, 0.0, 0.0, 1.0, 11.0, 0.0072388899491303465, 4921.0, 13818.811217232269, 4884.0, 995839.0, 19711.0, 45407.0, 4921, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0, 5079.0, 15902.74975388856, 4648.0, 829951.0, 21695.0, 410367.0, 5079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,25,a,1000, 174511.0, 57.30297803576852, 1.0, 7.0, 0.004011208462503797, 0.0, 0.0, 0.0, 1.0, 7.0, 0.004011208462503797, 5052.0, 14884.18052256532, 5364.0, 676863.0, 35775.0, 47199.0, 5052, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 4948.0, 19418.043249797898, 4716.0, 1255423.0, 35999.0, 439807.0, 4948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,19,e,1000, 1179552.0, 8.477794959442228, 18.0, 60.0, 0.005086676975665338, 0.0, 0.0, 0.0, 18.0, 60.0, 0.005086676975665338,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 486.0, 31482.57613168724, 10280.0, 616959.0, 36127.0, 419583.0, 486, 9514.0, 122033.46520916544, 12120.0, 1470463.0, 471295.0, 618495.0, 9514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,18,a,1000, 196994.0, 50.76296740002233, 1.0, 9.0, 0.0045686670660020105, 0.0, 0.0, 0.0, 1.0, 9.0, 0.0045686670660020105, 5041.0, 18801.5937314025, 5460.0, 689663.0, 38271.0, 58143.0, 5041, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 4959.0, 19958.726356120187, 4900.0, 836095.0, 37215.0, 419071.0, 4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,10,a,1000, 165688.0, 60.35440104292405, 1.0, 15.0, 0.009053160156438608, 0.0, 0.0, 0.0, 1.0, 15.0, 0.009053160156438608, 5054.0, 14957.398100514443, 5044.0, 808447.0, 34751.0, 49215.0, 5054, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 4946.0, 17565.578649413666, 4616.0, 682495.0, 35135.0, 59551.0, 4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,5,c,1000, 148748.0, 67.22779465942399, 2.0, 13.0, 0.008739613305725119, 0.0, 0.0, 0.0, 2.0, 13.0, 0.008739613305725119, 10000.0, 14552.1566, 4624.0, 640511.0, 34335.0, 46015.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,22,c,1000, 177228.0, 56.424492743810234, 1.0, 13.0, 0.0073351840566953305, 0.0, 0.0, 0.0, 1.0, 13.0, 0.0073351840566953305, 10000.0, 17401.4998, 4668.0, 837119.0, 42367.0, 49791.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,14,c,1000, 218079.0, 45.85494247497466, 2.0, 14.0, 0.006419691946496452, 0.0, 0.0, 0.0, 2.0, 14.0, 0.006419691946496452, 10000.0, 21488.9888, 4664.0, 840703.0, 45119.0, 107007.0, 10000, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,27,c,1000, 170562.0, 58.62970649968926, 1.0, 15.0, 0.00879445597495339, 0.0, 0.0, 0.0, 1.0, 15.0, 0.00879445597495339, 10000.0, 16742.918, 4612.0, 1101823.0, 42463.0, 48223.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,28,a,1000, 163585.0, 61.13029923281474, 1.0, 8.0, 0.004890423938625179, 0.0, 0.0, 0.0, 1.0, 8.0, 0.004890423938625179, 4963.0, 13945.453959298811, 4912.0, 630783.0, 35359.0, 46015.0, 4963, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0, 5037.0, 18094.55429819337, 4328.0, 849407.0, 36703.0, 424191.0, 5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,16,e,1000, 1105078.0, 9.049134993186001, 17.0, 66.0, 0.005972429095502761, 0.0, 0.0, 0.0, 17.0, 66.0, 0.005972429095502761,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 504.0, 25547.071428571428, 10744.0, 823807.0, 28543.0, 54143.0, 504, 9496.0, 114675.84540859309, 12368.0, 2406399.0, 451583.0, 593407.0, 9496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,9,c,1000, 186414.0, 53.644039610758846, 2.0, 16.0, 0.008583046337721415, 0.0, 0.0, 0.0, 2.0, 16.0, 0.008583046337721415, 10000.0, 18319.2324, 4636.0, 905727.0, 42975.0, 55423.0, 10000, 1.0, 2229248.0, 2228224.0, 2230271.0, 2230271.0, 2230271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,24,a,1000, 158333.0, 63.15802770111095, 1.0, 18.0, 0.01136844498619997, 0.0, 0.0, 0.0, 1.0, 18.0, 0.01136844498619997, 4928.0, 13384.73741883117, 4804.0, 825855.0, 33727.0, 45151.0, 4928, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0, 5072.0, 17580.21648264984, 4408.0, 835583.0, 35327.0, 415487.0, 5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,20,c,1000, 207806.0, 48.121805915132384, 2.0, 17.0, 0.008180707005572505, 0.0, 0.0, 0.0, 2.0, 17.0, 0.008180707005572505, 10000.0, 20357.4046, 4512.0, 1058815.0, 44767.0, 72767.0, 10000, 1.0, 2216960.0, 2215936.0, 2217983.0, 2217983.0, 2217983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,25,e,1000, 1221463.0, 8.186903737567164, 18.0, 73.0, 0.0059764397284240295, 0.0, 0.0, 0.0, 18.0, 73.0, 0.0059764397284240295,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 513.0, 32616.51461988304, 9856.0, 636927.0, 35231.0, 423935.0, 513, 9487.0, 126637.61737113945, 12008.0, 1439743.0, 502783.0, 656895.0, 9487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,4,c,1000, 133874.0, 74.69710324633611, 2.0, 23.0, 0.017180333746657304, 0.0, 0.0, 0.0, 2.0, 23.0, 0.017180333746657304, 10000.0, 13066.154, 4556.0, 650239.0, 32687.0, 45087.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,26,e,1000, 1256779.0, 7.956848419650552, 18.0, 69.0, 0.00549022540955888, 0.0, 0.0, 0.0, 18.0, 69.0, 0.00549022540955888,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,, 471.0, 25321.613588110402, 11088.0, 824831.0, 33727.0, 42111.0, 471, 9529.0, 130301.03137789904, 14240.0, 2036735.0, 523263.0, 633855.0, 9529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,4,e,1000, 1167975.0, 8.561827093901838, 17.0, 76.0, 0.006506988591365397, 0.0, 0.0, 0.0, 17.0, 76.0, 0.006506988591365397,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 508.0, 32320.291338582676, 10392.0, 4098047.0, 31135.0, 45183.0, 508, 9492.0, 120979.42393594606, 12728.0, 1882111.0, 499199.0, 631807.0, 9492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,28,c,1000, 190229.0, 52.56822040803453, 2.0, 14.0, 0.007359550857124833, 0.0, 0.0, 0.0, 2.0, 14.0, 0.007359550857124833, 10000.0, 18703.412, 4664.0, 1021951.0, 42207.0, 404991.0, 10000, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,9,e,1000, 1209002.0, 8.271284911025788, 18.0, 82.0, 0.006782453627041146, 0.0, 0.0, 0.0, 18.0, 82.0, 0.006782453627041146,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 531.0, 22773.87570621469, 10000.0, 507391.0, 30591.0, 66943.0, 531, 9469.0, 126022.68159256522, 13464.0, 2775039.0, 518911.0, 625663.0, 9469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,1,a,1000, 165305.0, 60.49423792383775, 1.0, 18.0, 0.010888962826290796, 0.0, 0.0, 0.0, 1.0, 18.0, 0.010888962826290796, 4974.0, 16665.48009650181, 5080.0, 835583.0, 27967.0, 43167.0, 4974, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0, 5026.0, 15719.110624751293, 4440.0, 1041407.0, 15479.0, 410879.0, 5026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,23,c,1000, 176186.0, 56.758198721805364, 1.0, 9.0, 0.005108237884962483, 0.0, 0.0, 0.0, 1.0, 9.0, 0.005108237884962483, 10000.0, 17307.656, 4596.0, 721407.0, 41951.0, 49407.0, 10000, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,16,a,1000, 200156.0, 49.961030396290894, 1.0, 14.0, 0.006994544255480725, 0.0, 0.0, 0.0, 1.0, 14.0, 0.006994544255480725, 4948.0, 18165.450282942602, 5580.0, 638975.0, 36127.0, 55039.0, 4948, 1.0, 2219008.0, 2217984.0, 2220031.0, 2220031.0, 2220031.0, 5052.0, 21189.963182897864, 4720.0, 996351.0, 37471.0, 449023.0, 5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,10,c,1000, 191787.0, 52.14117745206922, 2.0, 21.0, 0.010949647264934538, 0.0, 0.0, 0.0, 2.0, 21.0, 0.010949647264934538, 10000.0, 18861.2156, 4756.0, 665599.0, 43679.0, 58847.0, 10000, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,17,e,1000, 1129550.0, 8.853083086184764, 17.0, 62.0, 0.0054889115134345535, 0.0, 0.0, 0.0, 17.0, 62.0, 0.0054889115134345535,,,,,,,, 1.0, 2212864.0, 2211840.0, 2213887.0, 2213887.0, 2213887.0,,,,,,,, 475.0, 27749.76, 9984.0, 629759.0, 32431.0, 413695.0, 475, 9525.0, 116860.26498687665, 12752.0, 1169407.0, 477439.0, 603647.0, 9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,3,e,1000, 1180877.0, 8.46828247141743, 18.0, 59.0, 0.004996286658136283, 0.0, 0.0, 0.0, 18.0, 59.0, 0.004996286658136283,,,,,,,, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,, 505.0, 25151.90495049505, 10040.0, 625663.0, 30815.0, 70015.0, 505, 9495.0, 122679.65118483412, 12352.0, 1398783.0, 510719.0, 624127.0, 9495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,29,e,1000, 1256621.0, 7.957848866125905, 18.0, 59.0, 0.004695130831014284, 0.0, 0.0, 0.0, 18.0, 59.0, 0.004695130831014284,,,,,,,, 1.0, 2214912.0, 2213888.0, 2215935.0, 2215935.0, 2215935.0,,,,,,,, 491.0, 26976.122199592668, 10376.0, 624639.0, 34207.0, 90623.0, 491, 9509.0, 130420.90861289305, 13616.0, 1778687.0, 519423.0, 648703.0, 9509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,13,e,1000, 1177317.0, 8.493889071507503, 18.0, 74.0, 0.006285477912915552, 0.0, 0.0, 0.0, 18.0, 74.0, 0.006285477912915552,,,,,,,, 1.0, 2227200.0, 2226176.0, 2228223.0, 2228223.0, 2228223.0,,,,,,,, 451.0, 28401.960088691794, 9632.0, 811519.0, 30943.0, 410879.0, 451, 9549.0, 121605.60770761337, 13136.0, 2293759.0, 511999.0, 623103.0, 9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,3,a,1000, 134764.0, 74.20379329791339, 1.0, 11.0, 0.008162417262770472, 0.0, 0.0, 0.0, 1.0, 11.0, 0.008162417262770472, 5037.0, 12662.978360135001, 4980.0, 683519.0, 16911.0, 40511.0, 5037, 1.0, 2221056.0, 2220032.0, 2222079.0, 2222079.0, 2222079.0, 4963.0, 13672.075357646585, 4216.0, 813567.0, 16527.0, 43839.0, 4963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,12,c,1000, 196134.0, 50.98555069493305, 2.0, 23.0, 0.011726676659834602, 0.0, 0.0, 0.0, 2.0, 23.0, 0.011726676659834602, 10000.0, 19295.9408, 4848.0, 742399.0, 43967.0, 59039.0, 10000, 1.0, 2210816.0, 2209792.0, 2211839.0, 2211839.0, 2211839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1GB,wlan,rp,1,1,2,17,a,1000, 198694.0, 50.328646058763724, 1.0, 9.0, 0.004529578145288735, 0.0, 0.0, 0.0, 1.0, 9.0, 0.004529578145288735, 5055.0, 18130.636201780417, 5396.0, 855551.0, 34687.0, 55935.0, 5055, 1.0, 2223104.0, 2222080.0, 2224127.0, 2224127.0, 2224127.0, 4945.0, 20986.516885743174, 4832.0, 830975.0, 36831.0, 465151.0, 4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
